,FL_DATE,OP_CARRIER_AIRLINE_ID,OP_CARRIER_FL_NUM,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
17842,2019-07-30,19790,1721,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1127,1137.0,10.0,17.0,4.0,1416,1407.0,-9.0,0.0,,0.0,,,,,
17843,2019-07-30,20304,5703,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1843,1837.0,-6.0,19.0,12.0,2148,2144.0,-4.0,0.0,,0.0,,,,,
17844,2019-07-30,20304,5475,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1515,1507.0,-8.0,15.0,11.0,1807,1751.0,-16.0,0.0,,0.0,,,,,
17845,2019-07-30,19930,531,LAX,"Los Angeles, CA",SEA,"Seattle, WA",850,845.0,-5.0,27.0,9.0,1140,1133.0,-7.0,0.0,,0.0,,,,,
17846,2019-07-30,19930,503,LAX,"Los Angeles, CA",SEA,"Seattle, WA",650,647.0,-3.0,26.0,34.0,940,959.0,19.0,0.0,,0.0,0.0,0.0,19.0,0.0,0.0
17847,2019-07-30,19930,465,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1200,1159.0,-1.0,26.0,8.0,1450,1437.0,-13.0,0.0,,0.0,,,,,
17848,2019-07-30,19930,450,SEA,"Seattle, WA",LAX,"Los Angeles, CA",600,557.0,-3.0,12.0,37.0,855,902.0,7.0,0.0,,0.0,,,,,
17849,2019-07-30,19790,1887,SEA,"Seattle, WA",HNL,"Honolulu, HI",825,826.0,1.0,20.0,4.0,1134,1127.0,-7.0,0.0,,0.0,,,,,
17850,2019-07-30,19930,1144,SEA,"Seattle, WA",AUS,"Austin, TX",740,742.0,2.0,17.0,4.0,1350,1336.0,-14.0,0.0,,0.0,,,,,
17851,2019-07-30,19790,2876,SEA,"Seattle, WA",AUS,"Austin, TX",1720,1717.0,-3.0,12.0,9.0,2318,2303.0,-15.0,0.0,,0.0,,,,,
17855,2019-07-30,19930,1041,SEA,"Seattle, WA",LAX,"Los Angeles, CA",700,707.0,7.0,17.0,7.0,1000,949.0,-11.0,0.0,,0.0,,,,,
17856,2019-07-30,19790,2540,LAX,"Los Angeles, CA",SEA,"Seattle, WA",938,934.0,-4.0,12.0,8.0,1227,1155.0,-32.0,0.0,,0.0,,,,,
17857,2019-07-30,19790,2523,SEA,"Seattle, WA",LAX,"Los Angeles, CA",610,608.0,-2.0,19.0,8.0,857,852.0,-5.0,0.0,,0.0,,,,,
17859,2019-07-30,19790,1473,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1925,1919.0,-6.0,8.0,6.0,2208,2143.0,-25.0,0.0,,0.0,,,,,
17860,2019-07-30,19790,1287,LAX,"Los Angeles, CA",SEA,"Seattle, WA",722,716.0,-6.0,13.0,7.0,1012,941.0,-31.0,0.0,,0.0,,,,,
17862,2019-07-30,19790,1126,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1345,1342.0,-3.0,10.0,13.0,1629,1608.0,-21.0,0.0,,0.0,,,,,
17863,2019-07-30,19790,1078,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1537,1535.0,-2.0,15.0,10.0,1827,1809.0,-18.0,0.0,,0.0,,,,,
17864,2019-07-30,19790,990,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1524,1518.0,-6.0,8.0,9.0,1803,1740.0,-23.0,0.0,,0.0,,,,,
17866,2019-07-30,19790,619,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1409,1406.0,-3.0,19.0,11.0,1701,1645.0,-16.0,0.0,,0.0,,,,,
17867,2019-07-30,19790,618,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1309,1304.0,-5.0,14.0,11.0,1556,1538.0,-18.0,0.0,,0.0,,,,,
17868,2019-07-30,19930,1776,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1920,1917.0,-3.0,13.0,17.0,2210,2202.0,-8.0,0.0,,0.0,,,,,
17869,2019-07-30,19930,1045,AUS,"Austin, TX",SEA,"Seattle, WA",1940,1939.0,-1.0,17.0,8.0,2200,2208.0,8.0,0.0,,0.0,,,,,
17870,2019-07-30,19930,1778,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1745,1744.0,-1.0,22.0,13.0,2035,2034.0,-1.0,0.0,,0.0,,,,,
17871,2019-07-30,19930,1786,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1340,1335.0,-5.0,16.0,8.0,1640,1612.0,-28.0,0.0,,0.0,,,,,
17872,2019-07-30,19790,2885,AUS,"Austin, TX",SEA,"Seattle, WA",630,627.0,-3.0,14.0,8.0,853,857.0,4.0,0.0,,0.0,,,,,
17873,2019-07-30,19790,128,SEA,"Seattle, WA",LAX,"Los Angeles, CA",945,938.0,-7.0,18.0,13.0,1239,1217.0,-22.0,0.0,,0.0,,,,,
17874,2019-07-30,20436,1894,SEA,"Seattle, WA",AUS,"Austin, TX",2225,2238.0,13.0,23.0,9.0,425,432.0,7.0,0.0,,0.0,,,,,
17875,2019-07-30,20436,1859,AUS,"Austin, TX",SEA,"Seattle, WA",1900,1925.0,25.0,15.0,17.0,2115,2156.0,41.0,0.0,,0.0,18.0,0.0,23.0,0.0,0.0
17876,2019-07-30,19930,448,SEA,"Seattle, WA",LAX,"Los Angeles, CA",2045,2059.0,14.0,17.0,5.0,2335,2334.0,-1.0,0.0,,0.0,,,,,
17877,2019-07-30,19977,414,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1219,1212.0,-7.0,38.0,9.0,1519,1512.0,-7.0,0.0,,0.0,,,,,
17878,2019-07-30,19805,305,MIA,"Miami, FL",SEA,"Seattle, WA",2029,2116.0,47.0,16.0,9.0,2355,29.0,34.0,0.0,,0.0,34.0,0.0,0.0,0.0,0.0
17879,2019-07-30,19805,1471,SEA,"Seattle, WA",MIA,"Miami, FL",2024,2021.0,-3.0,14.0,9.0,517,451.0,-26.0,0.0,,0.0,,,,,
17880,2019-07-30,19790,1587,LAX,"Los Angeles, CA",SEA,"Seattle, WA",600,553.0,-7.0,10.0,10.0,847,817.0,-30.0,0.0,,0.0,,,,,
17881,2019-07-30,19790,1541,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1759,1755.0,-4.0,13.0,12.0,2046,2029.0,-17.0,0.0,,0.0,,,,,
17882,2019-07-30,19790,1509,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1040,1040.0,0.0,9.0,14.0,1329,1311.0,-18.0,0.0,,0.0,,,,,
17884,2019-07-30,19930,1797,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2055,2047.0,-8.0,20.0,21.0,2344,2334.0,-10.0,0.0,,0.0,,,,,
17885,2019-07-30,19930,1795,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1740,1739.0,-1.0,20.0,7.0,2030,2018.0,-12.0,0.0,,0.0,,,,,
17886,2019-07-30,19930,1787,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1055,1048.0,-7.0,24.0,6.0,1345,1323.0,-22.0,0.0,,0.0,,,,,
17887,2019-07-30,19930,1784,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1200,1204.0,4.0,50.0,12.0,1500,1520.0,20.0,0.0,,0.0,0.0,0.0,20.0,0.0,0.0
17888,2019-07-30,19930,447,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1550,1549.0,-1.0,22.0,12.0,1840,1826.0,-14.0,0.0,,0.0,,,,,
17889,2019-07-30,19790,659,SEA,"Seattle, WA",LAX,"Los Angeles, CA",750,750.0,0.0,20.0,6.0,1045,1025.0,-20.0,0.0,,0.0,,,,,
17890,2019-07-30,19930,442,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1025,1026.0,1.0,19.0,5.0,1325,1259.0,-26.0,0.0,,0.0,,,,,
17892,2019-07-30,19790,1542,SEA,"Seattle, WA",JFK,"New York, NY",1535,1606.0,31.0,17.0,9.0,2359,11.0,12.0,0.0,,0.0,,,,,
17893,2019-07-30,19930,1063,JFK,"New York, NY",SEA,"Seattle, WA",1855,1928.0,33.0,58.0,6.0,2220,2252.0,32.0,0.0,,0.0,0.0,0.0,0.0,0.0,32.0
17894,2019-07-30,19930,628,SEA,"Seattle, WA",JFK,"New York, NY",705,707.0,2.0,13.0,38.0,1545,2201.0,,0.0,,1.0,,,,,
17895,2019-07-30,19790,2927,JFK,"New York, NY",SEA,"Seattle, WA",900,853.0,-7.0,17.0,11.0,1211,1142.0,-29.0,0.0,,0.0,,,,,
17896,2019-07-30,19790,2503,JFK,"New York, NY",SEA,"Seattle, WA",1829,1829.0,0.0,48.0,5.0,2155,2155.0,0.0,0.0,,0.0,,,,,
17897,2019-07-30,19790,1191,JFK,"New York, NY",SEA,"Seattle, WA",1129,1152.0,23.0,30.0,11.0,1433,1502.0,29.0,0.0,,0.0,23.0,0.0,6.0,0.0,0.0
17898,2019-07-30,19790,302,SEA,"Seattle, WA",JFK,"New York, NY",2255,2257.0,2.0,17.0,4.0,719,654.0,-25.0,0.0,,0.0,,,,,
17899,2019-07-30,19790,183,JFK,"New York, NY",SEA,"Seattle, WA",705,706.0,1.0,21.0,13.0,1020,1008.0,-12.0,0.0,,0.0,,,,,
17900,2019-07-30,19790,182,SEA,"Seattle, WA",JFK,"New York, NY",1115,1114.0,-1.0,17.0,40.0,1952,2013.0,21.0,0.0,,0.0,0.0,0.0,21.0,0.0,0.0
17901,2019-07-30,19790,1980,SEA,"Seattle, WA",JFK,"New York, NY",1350,1349.0,-1.0,25.0,15.0,2227,2230.0,3.0,0.0,,0.0,,,,,
17903,2019-07-30,20409,464,SEA,"Seattle, WA",JFK,"New York, NY",1318,1339.0,21.0,30.0,19.0,2200,2230.0,30.0,0.0,,0.0,0.0,0.0,30.0,0.0,0.0
17906,2019-07-30,19790,1467,SEA,"Seattle, WA",JFK,"New York, NY",740,744.0,4.0,23.0,11.0,1615,2127.0,,0.0,,1.0,,,,,
17907,2019-07-30,20409,63,JFK,"New York, NY",SEA,"Seattle, WA",843,838.0,-5.0,15.0,20.0,1208,1147.0,-21.0,0.0,,0.0,,,,,
17908,2019-07-30,19930,417,LAX,"Los Angeles, CA",SEA,"Seattle, WA",955,953.0,-2.0,21.0,14.0,1245,1241.0,-4.0,0.0,,0.0,,,,,
17909,2019-07-30,19930,416,SEA,"Seattle, WA",LAX,"Los Angeles, CA",840,837.0,-3.0,17.0,14.0,1140,1122.0,-18.0,0.0,,0.0,,,,,
17910,2019-07-30,19930,407,LAX,"Los Angeles, CA",SEA,"Seattle, WA",750,745.0,-5.0,13.0,17.0,1040,1035.0,-5.0,0.0,,0.0,,,,,
17911,2019-07-30,19930,402,SEA,"Seattle, WA",LAX,"Los Angeles, CA",500,453.0,-7.0,17.0,4.0,745,728.0,-17.0,0.0,,0.0,,,,,
17912,2019-07-30,19930,400,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1550,1552.0,2.0,17.0,13.0,1840,1836.0,-4.0,0.0,,0.0,,,,,
17913,2019-07-30,19930,387,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1640,1636.0,-4.0,14.0,8.0,1929,1902.0,-27.0,0.0,,0.0,,,,,
17914,2019-07-30,19930,428,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1645,1642.0,-3.0,10.0,10.0,1935,1915.0,-20.0,0.0,,0.0,,,,,
17915,2019-07-30,19930,310,SEA,"Seattle, WA",LAX,"Los Angeles, CA",755,818.0,23.0,22.0,14.0,1055,1109.0,14.0,0.0,,0.0,,,,,
17916,2019-07-30,19930,7,JFK,"New York, NY",SEA,"Seattle, WA",700,700.0,0.0,17.0,30.0,1010,1012.0,2.0,0.0,,0.0,,,,,
17917,2019-07-30,19930,18,SEA,"Seattle, WA",JFK,"New York, NY",2145,2143.0,-2.0,17.0,9.0,615,554.0,-21.0,0.0,,0.0,,,,,
17918,2019-07-30,19930,349,JFK,"New York, NY",SEA,"Seattle, WA",915,917.0,2.0,17.0,10.0,1230,1208.0,-22.0,0.0,,0.0,,,,,
17919,2019-07-30,19930,426,SEA,"Seattle, WA",JFK,"New York, NY",1405,1428.0,23.0,36.0,28.0,2235,2352.0,77.0,0.0,,0.0,0.0,0.0,77.0,0.0,0.0
17921,2019-07-31,19790,183,JFK,"New York, NY",SEA,"Seattle, WA",705,700.0,-5.0,17.0,13.0,1020,953.0,-27.0,0.0,,0.0,,,,,
17922,2019-07-31,19790,182,SEA,"Seattle, WA",JFK,"New York, NY",1115,1114.0,-1.0,13.0,25.0,1952,1939.0,-13.0,0.0,,0.0,,,,,
17924,2019-07-31,20409,264,SEA,"Seattle, WA",JFK,"New York, NY",2226,2259.0,33.0,12.0,9.0,652,717.0,25.0,0.0,,0.0,5.0,0.0,0.0,0.0,20.0
17925,2019-07-31,19805,305,MIA,"Miami, FL",SEA,"Seattle, WA",2029,2024.0,-5.0,21.0,11.0,2355,2331.0,-24.0,0.0,,0.0,,,,,
17926,2019-07-31,19930,1045,AUS,"Austin, TX",SEA,"Seattle, WA",1940,1934.0,-6.0,14.0,24.0,2200,2203.0,3.0,0.0,,0.0,,,,,
17928,2019-07-31,19977,2090,LAX,"Los Angeles, CA",SEA,"Seattle, WA",810,804.0,-6.0,25.0,9.0,1121,1048.0,-33.0,0.0,,0.0,,,,,
17929,2019-07-31,19790,2540,LAX,"Los Angeles, CA",SEA,"Seattle, WA",938,934.0,-4.0,16.0,11.0,1227,1203.0,-24.0,0.0,,0.0,,,,,
17930,2019-07-31,19790,2523,SEA,"Seattle, WA",LAX,"Los Angeles, CA",610,607.0,-3.0,17.0,9.0,857,846.0,-11.0,0.0,,0.0,,,,,
17931,2019-07-31,19790,1721,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1127,1124.0,-3.0,12.0,10.0,1416,1356.0,-20.0,0.0,,0.0,,,,,
17932,2019-07-31,19790,1907,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1905,1858.0,-7.0,14.0,9.0,2145,2136.0,-9.0,0.0,,0.0,,,,,
17933,2019-07-31,19790,1587,LAX,"Los Angeles, CA",SEA,"Seattle, WA",600,555.0,-5.0,13.0,12.0,847,827.0,-20.0,0.0,,0.0,,,,,
17934,2019-07-31,19790,1541,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1759,1759.0,0.0,29.0,6.0,2046,2040.0,-6.0,0.0,,0.0,,,,,
17935,2019-07-31,19790,1509,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1040,1035.0,-5.0,15.0,23.0,1329,1314.0,-15.0,0.0,,0.0,,,,,
17936,2019-07-31,19790,1282,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1700,1700.0,0.0,18.0,21.0,1937,1948.0,11.0,0.0,,0.0,,,,,
17937,2019-07-31,19790,1473,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1925,1925.0,0.0,14.0,8.0,2208,2159.0,-9.0,0.0,,0.0,,,,,
17938,2019-07-31,19790,1287,LAX,"Los Angeles, CA",SEA,"Seattle, WA",722,716.0,-6.0,20.0,6.0,1012,942.0,-30.0,0.0,,0.0,,,,,
17939,2019-07-31,19790,1126,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1345,1354.0,9.0,26.0,9.0,1629,1645.0,16.0,0.0,,0.0,0.0,0.0,7.0,0.0,9.0
17940,2019-07-31,19790,302,SEA,"Seattle, WA",JFK,"New York, NY",2255,2249.0,-6.0,16.0,8.0,719,652.0,-27.0,0.0,,0.0,,,,,
17941,2019-07-31,19790,2388,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2035,2040.0,5.0,12.0,8.0,2316,2305.0,-11.0,0.0,,0.0,,,,,
17942,2019-07-31,19790,1191,JFK,"New York, NY",SEA,"Seattle, WA",1129,1127.0,-2.0,46.0,5.0,1433,1447.0,14.0,0.0,,0.0,,,,,
17945,2019-07-31,19930,1003,AUS,"Austin, TX",SEA,"Seattle, WA",630,629.0,-1.0,14.0,7.0,850,852.0,2.0,0.0,,0.0,,,,,
17946,2019-07-31,19930,1146,SEA,"Seattle, WA",AUS,"Austin, TX",1755,1759.0,4.0,36.0,7.0,2359,17.0,18.0,0.0,,0.0,0.0,0.0,18.0,0.0,0.0
17947,2019-07-31,19790,2876,SEA,"Seattle, WA",AUS,"Austin, TX",1720,1719.0,-1.0,14.0,8.0,2318,2311.0,-7.0,0.0,,0.0,,,,,
17948,2019-07-31,19790,2885,AUS,"Austin, TX",SEA,"Seattle, WA",630,629.0,-1.0,20.0,6.0,853,848.0,-5.0,0.0,,0.0,,,,,
17949,2019-07-31,19930,145,SEA,"Seattle, WA",HNL,"Honolulu, HI",1730,1724.0,-6.0,18.0,9.0,2040,2033.0,-7.0,0.0,,0.0,,,,,
17950,2019-07-31,19930,162,HNL,"Honolulu, HI",SEA,"Seattle, WA",2015,2009.0,-6.0,24.0,15.0,510,458.0,-12.0,0.0,,0.0,,,,,
17951,2019-07-31,19930,851,SEA,"Seattle, WA",HNL,"Honolulu, HI",755,830.0,35.0,20.0,5.0,1110,1134.0,24.0,0.0,,0.0,24.0,0.0,0.0,0.0,0.0
17952,2019-07-31,19790,1078,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1537,1537.0,0.0,18.0,15.0,1827,1821.0,-6.0,0.0,,0.0,,,,,
17953,2019-07-31,19930,864,HNL,"Honolulu, HI",SEA,"Seattle, WA",1320,1315.0,-5.0,25.0,15.0,2215,2210.0,-5.0,0.0,,0.0,,,,,
17954,2019-07-31,19790,1467,SEA,"Seattle, WA",JFK,"New York, NY",740,738.0,-2.0,15.0,14.0,1615,1632.0,17.0,0.0,,0.0,0.0,0.0,17.0,0.0,0.0
17956,2019-07-31,19690,22,HNL,"Honolulu, HI",SEA,"Seattle, WA",1300,1325.0,25.0,12.0,5.0,2145,2157.0,12.0,0.0,,0.0,,,,,
17957,2019-07-31,19790,1887,HNL,"Honolulu, HI",SEA,"Seattle, WA",1250,1249.0,-1.0,16.0,9.0,2143,2122.0,-21.0,0.0,,0.0,,,,,
17958,2019-07-31,19790,1887,SEA,"Seattle, WA",HNL,"Honolulu, HI",825,824.0,-1.0,19.0,7.0,1134,1124.0,-10.0,0.0,,0.0,,,,,
17959,2019-07-31,19790,2215,HNL,"Honolulu, HI",SEA,"Seattle, WA",2200,2154.0,-6.0,20.0,11.0,647,634.0,-13.0,0.0,,0.0,,,,,
17960,2019-07-31,19790,2215,SEA,"Seattle, WA",HNL,"Honolulu, HI",1735,1733.0,-2.0,17.0,6.0,2035,2024.0,-11.0,0.0,,0.0,,,,,
17964,2019-07-31,19790,1922,JFK,"New York, NY",SEA,"Seattle, WA",1630,1630.0,0.0,128.0,4.0,2004,2111.0,67.0,0.0,,0.0,0.0,0.0,67.0,0.0,0.0
17965,2019-07-31,19690,21,SEA,"Seattle, WA",HNL,"Honolulu, HI",900,906.0,6.0,15.0,34.0,1200,1242.0,42.0,0.0,,0.0,42.0,0.0,0.0,0.0,0.0
17966,2019-07-31,19790,990,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1524,1523.0,-1.0,11.0,10.0,1803,1746.0,-17.0,0.0,,0.0,,,,,
17967,2019-07-31,19805,1471,SEA,"Seattle, WA",MIA,"Miami, FL",2024,2054.0,30.0,14.0,41.0,517,557.0,40.0,0.0,,0.0,23.0,0.0,10.0,0.0,7.0
17968,2019-07-31,19790,628,SEA,"Seattle, WA",LAX,"Los Angeles, CA",2055,2057.0,2.0,13.0,8.0,2335,2326.0,-9.0,0.0,,0.0,,,,,
17969,2019-07-31,19930,465,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1200,1159.0,-1.0,22.0,8.0,1450,1440.0,-10.0,0.0,,0.0,,,,,
17970,2019-07-31,19930,450,SEA,"Seattle, WA",LAX,"Los Angeles, CA",600,607.0,7.0,22.0,13.0,855,900.0,5.0,0.0,,0.0,,,,,
17971,2019-07-31,19930,448,SEA,"Seattle, WA",LAX,"Los Angeles, CA",2045,2041.0,-4.0,16.0,19.0,2335,2329.0,-6.0,0.0,,0.0,,,,,
17972,2019-07-31,19930,447,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1550,1549.0,-1.0,28.0,15.0,1840,1835.0,-5.0,0.0,,0.0,,,,,
17974,2019-07-31,19930,442,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1025,1041.0,16.0,20.0,28.0,1325,1344.0,19.0,0.0,,0.0,16.0,0.0,3.0,0.0,0.0
17975,2019-07-31,19930,428,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1645,1651.0,6.0,12.0,8.0,1935,1924.0,-11.0,0.0,,0.0,,,,,
17976,2019-07-31,19930,417,LAX,"Los Angeles, CA",SEA,"Seattle, WA",955,952.0,-3.0,35.0,8.0,1245,1242.0,-3.0,0.0,,0.0,,,,,
17977,2019-07-31,19930,416,SEA,"Seattle, WA",LAX,"Los Angeles, CA",840,856.0,16.0,18.0,20.0,1140,1143.0,3.0,0.0,,0.0,,,,,
17978,2019-07-31,19930,407,LAX,"Los Angeles, CA",SEA,"Seattle, WA",750,750.0,0.0,17.0,16.0,1040,1034.0,-6.0,0.0,,0.0,,,,,
17979,2019-07-31,19930,402,SEA,"Seattle, WA",LAX,"Los Angeles, CA",500,517.0,17.0,12.0,10.0,745,755.0,10.0,0.0,,0.0,,,,,
17981,2019-07-31,19930,400,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1550,1552.0,2.0,17.0,22.0,1840,1842.0,2.0,0.0,,0.0,,,,,
17982,2019-07-31,19930,351,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1955,1959.0,4.0,15.0,9.0,2245,2228.0,-17.0,0.0,,0.0,,,,,
17983,2019-07-31,19930,310,SEA,"Seattle, WA",LAX,"Los Angeles, CA",755,756.0,1.0,32.0,35.0,1055,1116.0,21.0,0.0,,0.0,0.0,0.0,21.0,0.0,0.0
17984,2019-07-31,20409,263,JFK,"New York, NY",SEA,"Seattle, WA",1730,1729.0,-1.0,106.0,5.0,2116,2153.0,37.0,0.0,,0.0,0.0,0.0,37.0,0.0,0.0
17985,2019-07-31,20409,63,JFK,"New York, NY",SEA,"Seattle, WA",843,835.0,-8.0,34.0,18.0,1208,1155.0,-13.0,0.0,,0.0,,,,,
17987,2019-07-31,19930,628,SEA,"Seattle, WA",JFK,"New York, NY",705,702.0,-3.0,17.0,13.0,1545,1552.0,7.0,0.0,,0.0,,,,,
17989,2019-07-31,19790,659,SEA,"Seattle, WA",LAX,"Los Angeles, CA",750,747.0,-3.0,29.0,9.0,1045,1037.0,-8.0,0.0,,0.0,,,,,
17990,2019-07-31,19930,349,JFK,"New York, NY",SEA,"Seattle, WA",915,912.0,-3.0,12.0,18.0,1230,1216.0,-14.0,0.0,,0.0,,,,,
17991,2019-07-31,19930,18,SEA,"Seattle, WA",JFK,"New York, NY",2145,2143.0,-2.0,26.0,8.0,615,616.0,1.0,0.0,,0.0,,,,,
17993,2019-07-31,19930,387,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1640,1636.0,-4.0,16.0,4.0,1929,1904.0,-25.0,0.0,,0.0,,,,,
17994,2019-07-31,19930,531,LAX,"Los Angeles, CA",SEA,"Seattle, WA",850,850.0,0.0,21.0,6.0,1140,1120.0,-20.0,0.0,,0.0,,,,,
17995,2019-07-31,19930,1144,SEA,"Seattle, WA",AUS,"Austin, TX",740,759.0,19.0,33.0,5.0,1350,1411.0,21.0,0.0,,0.0,0.0,0.0,21.0,0.0,0.0
17996,2019-07-31,19930,1041,SEA,"Seattle, WA",LAX,"Los Angeles, CA",700,739.0,39.0,33.0,13.0,1000,1037.0,37.0,0.0,,0.0,37.0,0.0,0.0,0.0,0.0
17997,2019-07-31,19930,799,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2200,2201.0,1.0,20.0,6.0,50,29.0,-21.0,0.0,,0.0,,,,,
17998,2019-07-31,19790,129,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1146,1146.0,0.0,12.0,25.0,1437,1428.0,-9.0,0.0,,0.0,,,,,
17999,2019-07-31,19790,128,SEA,"Seattle, WA",LAX,"Los Angeles, CA",945,944.0,-1.0,20.0,9.0,1239,1221.0,-18.0,0.0,,0.0,,,,,
18000,2019-07-31,20304,5703,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1843,1836.0,-7.0,12.0,8.0,2148,2110.0,-38.0,0.0,,0.0,,,,,
18001,2019-07-31,20304,5475,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1515,1506.0,-9.0,18.0,11.0,1807,1744.0,-23.0,0.0,,0.0,,,,,
18002,2019-07-31,19930,1798,SEA,"Seattle, WA",LAX,"Los Angeles, CA",2125,2119.0,-6.0,19.0,8.0,15,2400.0,-15.0,0.0,,0.0,,,,,
18004,2019-07-31,19930,1795,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1740,1736.0,-4.0,24.0,11.0,2030,2019.0,-11.0,0.0,,0.0,,,,,
18005,2019-07-31,19930,1786,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1340,1338.0,-2.0,20.0,9.0,1640,1623.0,-17.0,0.0,,0.0,,,,,
18007,2019-07-31,19930,1778,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1745,1751.0,6.0,26.0,21.0,2035,2048.0,13.0,0.0,,0.0,,,,,
18008,2019-07-31,19930,1776,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1920,1918.0,-2.0,15.0,16.0,2210,2159.0,-11.0,0.0,,0.0,,,,,
18010,2019-07-31,19790,619,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1409,1415.0,6.0,17.0,6.0,1701,1647.0,-14.0,0.0,,0.0,,,,,
18011,2019-07-31,19790,618,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1309,1343.0,34.0,22.0,8.0,1556,1624.0,28.0,0.0,,0.0,0.0,0.0,0.0,0.0,28.0
18012,2019-07-31,19930,1653,LAX,"Los Angeles, CA",SEA,"Seattle, WA",600,553.0,-7.0,20.0,10.0,850,841.0,-9.0,0.0,,0.0,,,,,
18013,2019-07-31,19930,1707,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1330,1352.0,22.0,24.0,8.0,1620,1629.0,9.0,0.0,,0.0,,,,,
18014,2019-08-01,19930,1653,LAX,"Los Angeles, CA",SEA,"Seattle, WA",600,639.0,39.0,19.0,9.0,850,918.0,28.0,0.0,,0.0,0.0,0.0,28.0,0.0,0.0
18016,2019-08-01,19930,1707,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1330,1327.0,-3.0,28.0,15.0,1620,1614.0,-6.0,0.0,,0.0,,,,,
18017,2019-08-01,19930,1776,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1920,1919.0,-1.0,10.0,39.0,2210,2223.0,13.0,0.0,,0.0,,,,,
18018,2019-08-01,19930,1778,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1745,1739.0,-6.0,16.0,11.0,2035,2021.0,-14.0,0.0,,0.0,,,,,
18019,2019-08-01,19930,1784,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1200,1203.0,3.0,47.0,11.0,1500,1521.0,21.0,0.0,,0.0,0.0,0.0,21.0,0.0,0.0
18020,2019-08-01,19930,1786,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1340,1337.0,-3.0,17.0,12.0,1635,1624.0,-11.0,0.0,,0.0,,,,,
18021,2019-08-01,19930,1787,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1055,1049.0,-6.0,26.0,9.0,1345,1336.0,-9.0,0.0,,0.0,,,,,
